Vehicle_ID,Battery_Capacity_kWh,Charging_Time_hr,Range_km,Vehicle_Type,Charging_Station_Type,State_of_Charge
4439.0,,6.4,174.0,CAR,SLOW,28.0
4440.0,69.0,1.84,411.0,,Moderate,
4441.0,43.0,9.56,101.0,car,fast,28.0
4442.0,41.0,0.98,N/A,car,Fast,
4443.0,69.0,3.6,157.0,Bus,Fast,25.0
4444.0,61.0,,514.0,,Moderate,71.0
4445.0,54.0,7.95,290.0,Car,fast,48.0
4446.0,41.0,4.78,559.0,Bus,,57.0
4447.0,33.0,error,549.0,Car,,39.0
4448.0,unknown,4.81,,CAR,Fast,
4449.0,44.0,4.75,258.0,,SLOW,45.0
,75.0,7.26,451.0,,Fast,21.0
4451.0,unknown,,184.0,CAR,SLOW,51.0
4452.0,81.0,1.53,,Car,Slow,
4453.0,,2.53,N/A,,fast,19.0
4454.0,64.0,error,106.0,3-Wheeler,SLOW,98.0
4455.0,70.0,9.17,399.0,2-Wheeler,fast,98.0
4456.0,50.0,4.99,197.0,Bus,fast,32.0
4457.0,89.0,,288.0,CAR,Slow,54.0
4458.0,59.0,,499.0,2-Wheeler,SLOW,14.0
4459.0,26.0,8.36,,2-Wheeler,,
4460.0,75.0,7.82,286.0,2-Wheeler,Moderate,42.0
4461.0,34.0,,,2-Wheeler,fast,44.0
4462.0,54.0,error,N/A,3-Wheeler,Slow,86.0
4463.0,69.0,3.14,526.0,Car,SLOW,65.0
4464.0,89.0,error,395.0,,Fast,44.0
,32.0,3.56,,2-Wheeler,Fast,73.0
4466.0,unknown,3.05,454.0,CAR,,70.0
4467.0,96.0,,367.0,Car,Moderate,46.0
4468.0,unknown,9.78,185.0,car,Moderate,14.0
4469.0,99.0,3.0,122.0,3-Wheeler,,
4470.0,99.0,6.72,572.0,3-Wheeler,Fast,41.0
4471.0,37.0,6.76,561.0,Bus,fast,59.0
4472.0,93.0,7.64,369.0,2-Wheeler,Fast,
4473.0,96.0,1.44,176.0,3-Wheeler,fast,40.0
4474.0,47.0,1.72,319.0,Car,Slow,20.0
4475.0,76.0,5.35,554.0,,SLOW,54.0
4476.0,79.0,3.13,216.0,Car,Moderate,18.0
4477.0,82.0,5.84,169.0,2-Wheeler,,88.0
4478.0,68.0,2.92,233.0,,,69.0
4479.0,60.0,9.8,190.0,Bus,,29.0
4480.0,86.0,2.26,,3-Wheeler,Moderate,
4481.0,72.0,7.4,174.0,3-Wheeler,SLOW,44.0
4482.0,85.0,2.95,,car,Fast,
4483.0,60.0,,317.0,car,,41.0
4484.0,32.0,6.51,444.0,car,Fast,57.0
4485.0,88.0,0.87,523.0,2-Wheeler,fast,
4486.0,,4.11,377.0,,Moderate,72.0
4487.0,20.0,,331.0,car,Slow,92.0
4488.0,46.0,error,373.0,Bus,,
4489.0,44.0,9.22,451.0,,SLOW,13.0
4490.0,95.0,3.22,N/A,3-Wheeler,,89.0
4491.0,88.0,0.63,595.0,CAR,SLOW,42.0
,55.0,3.6,490.0,Car,fast,
4493.0,70.0,1.1,N/A,2-Wheeler,Slow,35.0
4494.0,unknown,error,198.0,,,56.0
4495.0,,8.66,552.0,car,SLOW,40.0
4496.0,51.0,7.13,475.0,Car,SLOW,
4497.0,35.0,4.01,598.0,2-Wheeler,SLOW,34.0
4498.0,58.0,4.72,224.0,Bus,Fast,91.0
4499.0,25.0,,440.0,,Moderate,43.0
,73.0,0.94,168.0,Bus,,15.0
4501.0,65.0,4.38,292.0,car,SLOW,46.0
4502.0,,error,193.0,2-Wheeler,,76.0
4503.0,41.0,7.17,528.0,2-Wheeler,SLOW,
4504.0,58.0,8.57,219.0,Car,Slow,95.0
4505.0,83.0,9.06,335.0,Bus,fast,23.0
4506.0,72.0,5.62,,Bus,Slow,18.0
4507.0,79.0,6.09,N/A,Car,fast,20.0
4508.0,68.0,1.23,407.0,Bus,Fast,71.0
4509.0,99.0,8.28,458.0,,Moderate,
4510.0,43.0,6.61,510.0,2-Wheeler,SLOW,50.0
4511.0,57.0,1.86,209.0,,Fast,33.0
4512.0,46.0,9.62,273.0,Car,Moderate,48.0
4513.0,78.0,1.6,282.0,,Slow,15.0
4514.0,45.0,4.38,N/A,,Slow,78.0
4515.0,27.0,1.99,576.0,Car,,51.0
4516.0,28.0,9.56,209.0,3-Wheeler,Slow,49.0
,62.0,1.31,436.0,3-Wheeler,,87.0
4518.0,94.0,8.81,211.0,,Slow,25.0
4519.0,58.0,,393.0,car,Fast,72.0
4520.0,45.0,error,482.0,Car,Moderate,94.0
4521.0,56.0,,,,fast,13.0
4522.0,30.0,7.13,223.0,2-Wheeler,SLOW,74.0
4523.0,56.0,4.71,532.0,,fast,86.0
4524.0,65.0,5.08,193.0,,,86.0
4525.0,36.0,7.12,352.0,2-Wheeler,Fast,65.0
4526.0,65.0,3.18,437.0,3-Wheeler,Fast,36.0
,82.0,2.94,423.0,Car,Fast,25.0
,57.0,7.95,,CAR,fast,33.0
4529.0,73.0,6.74,256.0,3-Wheeler,,20.0
4530.0,40.0,1.7,135.0,CAR,,63.0
4531.0,unknown,5.01,,CAR,Fast,72.0
4532.0,31.0,1.37,342.0,Car,Moderate,81.0
4533.0,77.0,error,512.0,,SLOW,58.0
4534.0,34.0,3.92,269.0,2-Wheeler,Moderate,
4535.0,56.0,4.36,,3-Wheeler,fast,73.0
4536.0,92.0,3.27,209.0,CAR,Slow,96.0
4537.0,62.0,3.58,483.0,Car,SLOW,56.0
4538.0,56.0,1.6,291.0,3-Wheeler,SLOW,73.0
4539.0,45.0,3.83,415.0,2-Wheeler,,11.0
,96.0,3.09,505.0,,Moderate,17.0
4541.0,70.0,8.44,279.0,3-Wheeler,Slow,49.0
4542.0,34.0,6.89,272.0,,SLOW,11.0
4543.0,39.0,6.29,350.0,CAR,Moderate,69.0
4544.0,37.0,1.65,491.0,CAR,Slow,97.0
4545.0,52.0,1.53,N/A,Car,,38.0
4546.0,78.0,2.74,599.0,car,Fast,33.0
,50.0,1.21,374.0,CAR,Slow,19.0
4548.0,87.0,4.21,562.0,CAR,,63.0
4549.0,26.0,9.08,304.0,,,92.0
4550.0,,3.72,297.0,Bus,fast,60.0
4551.0,40.0,,398.0,Bus,Slow,88.0
4552.0,65.0,9.6,169.0,3-Wheeler,SLOW,80.0
4553.0,,7.42,451.0,CAR,Slow,85.0
4554.0,60.0,error,226.0,car,Slow,40.0
4555.0,81.0,0.61,,,fast,84.0
4556.0,64.0,8.97,365.0,Bus,fast,71.0
4557.0,22.0,3.22,300.0,3-Wheeler,Moderate,69.0
4558.0,47.0,0.8,226.0,car,Moderate,55.0
4559.0,67.0,3.48,574.0,Car,fast,79.0
,79.0,1.91,191.0,Car,Moderate,56.0
4561.0,84.0,0.99,301.0,Bus,,79.0
4562.0,26.0,7.69,358.0,2-Wheeler,,25.0
4563.0,29.0,1.74,303.0,Car,fast,98.0
4564.0,82.0,8.68,347.0,Car,Moderate,93.0
4565.0,74.0,8.79,526.0,2-Wheeler,Fast,29.0
4566.0,39.0,9.77,453.0,3-Wheeler,Slow,42.0
4567.0,70.0,8.17,514.0,,Moderate,58.0
4568.0,92.0,3.59,173.0,CAR,Moderate,83.0
,44.0,5.06,465.0,car,fast,39.0
4570.0,62.0,9.08,312.0,,,91.0
4571.0,36.0,8.22,357.0,CAR,,10.0
4572.0,30.0,8.32,190.0,3-Wheeler,fast,
4573.0,unknown,3.64,217.0,2-Wheeler,,54.0
4574.0,37.0,7.57,589.0,,,36.0
4575.0,64.0,5.65,425.0,CAR,fast,33.0
4576.0,,2.51,398.0,,,10.0
4577.0,60.0,3.06,485.0,2-Wheeler,fast,14.0
4578.0,23.0,7.85,498.0,,fast,
4579.0,,,540.0,3-Wheeler,,91.0
,,8.83,217.0,3-Wheeler,Fast,92.0
4581.0,21.0,,,2-Wheeler,,99.0
4582.0,unknown,5.2,385.0,,SLOW,27.0
4583.0,34.0,8.24,371.0,Bus,,23.0
,85.0,7.34,,CAR,Slow,
4585.0,,9.92,208.0,3-Wheeler,,51.0
4586.0,63.0,6.45,444.0,car,,89.0
4587.0,33.0,6.34,513.0,CAR,Slow,16.0
4588.0,35.0,,552.0,Bus,,61.0
4589.0,47.0,4.08,295.0,,,59.0
4590.0,27.0,error,123.0,3-Wheeler,fast,93.0
4591.0,81.0,2.47,500.0,CAR,SLOW,93.0
4592.0,39.0,8.12,535.0,Car,,67.0
4593.0,29.0,5.45,119.0,CAR,Moderate,35.0
4594.0,50.0,2.05,329.0,car,SLOW,36.0
4595.0,59.0,5.04,307.0,CAR,fast,79.0
4596.0,97.0,error,509.0,car,Fast,39.0
4597.0,95.0,5.98,256.0,Car,Moderate,50.0
4598.0,,9.84,564.0,2-Wheeler,Slow,25.0
,51.0,3.24,385.0,car,Slow,78.0
4600.0,64.0,2.43,214.0,car,Moderate,70.0
4601.0,,3.78,N/A,,Fast,12.0
4602.0,unknown,,549.0,CAR,Slow,50.0
4603.0,42.0,1.9,227.0,,,64.0
4604.0,81.0,7.04,563.0,,SLOW,77.0
4605.0,83.0,3.79,249.0,3-Wheeler,Moderate,21.0
4606.0,79.0,5.53,270.0,CAR,fast,94.0
4607.0,,5.85,289.0,,Moderate,75.0
4608.0,70.0,4.99,419.0,,Slow,53.0
4609.0,48.0,,456.0,CAR,SLOW,56.0
4610.0,96.0,2.95,341.0,Car,,75.0
4611.0,49.0,4.26,164.0,CAR,fast,
4612.0,97.0,7.01,141.0,CAR,SLOW,17.0
4613.0,57.0,,128.0,2-Wheeler,SLOW,87.0
4614.0,32.0,7.25,277.0,car,,59.0
4615.0,97.0,3.77,563.0,CAR,,40.0
,60.0,7.84,475.0,Bus,Fast,97.0
4617.0,54.0,error,,3-Wheeler,fast,16.0
4618.0,31.0,4.32,176.0,,,55.0
4619.0,45.0,error,237.0,3-Wheeler,SLOW,27.0
4620.0,48.0,9.9,N/A,3-Wheeler,Fast,30.0
4621.0,86.0,,522.0,3-Wheeler,Moderate,42.0
4622.0,unknown,3.97,433.0,,,22.0
,47.0,7.6,185.0,,fast,97.0
4624.0,55.0,2.09,220.0,2-Wheeler,fast,
4625.0,51.0,9.88,360.0,3-Wheeler,Moderate,39.0
,91.0,4.81,208.0,,,
4627.0,20.0,5.43,576.0,car,SLOW,
4628.0,,5.16,519.0,Car,fast,29.0
4629.0,31.0,6.27,149.0,2-Wheeler,SLOW,92.0
4630.0,42.0,5.69,469.0,car,Moderate,18.0
4631.0,77.0,3.74,557.0,car,Moderate,85.0
4632.0,70.0,2.15,,car,Slow,73.0
4633.0,88.0,6.63,N/A,car,,14.0
4634.0,90.0,2.18,N/A,2-Wheeler,fast,70.0
4635.0,67.0,3.36,594.0,CAR,,98.0
4636.0,72.0,5.53,430.0,CAR,,42.0
4637.0,51.0,error,540.0,2-Wheeler,,43.0
,98.0,5.92,,,fast,77.0
4639.0,25.0,error,538.0,,Slow,28.0
4640.0,31.0,6.22,461.0,,Fast,99.0
4641.0,26.0,5.15,429.0,Bus,Fast,67.0
4642.0,62.0,8.03,N/A,Car,Slow,
4643.0,46.0,3.97,326.0,3-Wheeler,,
4644.0,23.0,9.87,,2-Wheeler,fast,66.0
4645.0,,8.49,209.0,,Fast,37.0
4646.0,97.0,5.77,565.0,Car,,22.0
4647.0,41.0,1.94,379.0,,Fast,58.0
,54.0,6.46,322.0,CAR,Slow,46.0
,20.0,2.53,,Car,,69.0
,82.0,0.66,453.0,2-Wheeler,,78.0
4651.0,81.0,6.92,436.0,CAR,,44.0
4652.0,85.0,4.06,111.0,3-Wheeler,SLOW,70.0
4653.0,48.0,,N/A,3-Wheeler,,23.0
4654.0,71.0,1.26,195.0,Bus,,67.0
4655.0,74.0,1.13,325.0,Bus,Slow,31.0
4656.0,24.0,3.6,N/A,3-Wheeler,Moderate,66.0
4657.0,64.0,1.76,484.0,Bus,Moderate,52.0
4658.0,66.0,,325.0,Bus,Fast,33.0
4659.0,unknown,,285.0,,,13.0
4660.0,74.0,7.37,457.0,,SLOW,
4661.0,34.0,5.88,177.0,,Slow,38.0
4662.0,unknown,6.43,544.0,,Fast,30.0
4663.0,56.0,6.42,283.0,Bus,Fast,
4664.0,20.0,5.37,,CAR,SLOW,83.0
4665.0,66.0,7.13,147.0,Bus,SLOW,91.0
4666.0,38.0,4.09,428.0,3-Wheeler,,29.0
4667.0,50.0,1.01,536.0,CAR,Fast,57.0
4668.0,63.0,8.28,292.0,2-Wheeler,fast,95.0
4669.0,86.0,8.11,330.0,car,,73.0
4670.0,,1.89,149.0,car,fast,
4671.0,56.0,6.33,413.0,,Slow,69.0
4672.0,,6.39,539.0,Bus,fast,21.0
4673.0,41.0,1.2,,3-Wheeler,Slow,
4674.0,86.0,5.1,359.0,,SLOW,
4675.0,68.0,2.72,469.0,Car,fast,15.0
4676.0,70.0,error,128.0,,Slow,
4677.0,71.0,8.18,192.0,,,37.0
4678.0,34.0,1.3,N/A,CAR,,50.0
4679.0,47.0,7.42,522.0,car,Moderate,90.0
,54.0,,213.0,CAR,Slow,18.0
4681.0,46.0,4.72,145.0,2-Wheeler,,86.0
4682.0,93.0,2.73,N/A,Car,Slow,29.0
4683.0,82.0,2.08,317.0,,Slow,
4684.0,92.0,8.04,266.0,car,Moderate,62.0
4685.0,90.0,error,376.0,Bus,,47.0
4686.0,74.0,9.75,387.0,,SLOW,82.0
4687.0,47.0,9.19,119.0,,,25.0
4688.0,unknown,9.07,310.0,Car,SLOW,25.0
4689.0,92.0,8.09,503.0,3-Wheeler,,41.0
4690.0,99.0,2.03,329.0,2-Wheeler,fast,63.0
4691.0,99.0,2.15,,,SLOW,10.0
4692.0,30.0,8.41,336.0,,Slow,29.0
4693.0,83.0,5.26,262.0,CAR,Moderate,
4694.0,,3.43,N/A,CAR,Moderate,99.0
4695.0,66.0,3.85,N/A,Car,SLOW,22.0
4696.0,78.0,2.26,280.0,3-Wheeler,Fast,89.0
4697.0,25.0,7.82,,Bus,Slow,55.0
4698.0,,7.67,300.0,CAR,,33.0
4699.0,77.0,5.01,207.0,car,SLOW,42.0
4700.0,37.0,7.47,320.0,CAR,Moderate,
4701.0,unknown,error,573.0,3-Wheeler,Slow,75.0
4702.0,56.0,2.2,341.0,car,SLOW,13.0
4703.0,33.0,3.37,346.0,car,SLOW,
4704.0,95.0,8.28,511.0,CAR,Slow,33.0
4705.0,unknown,1.82,221.0,,SLOW,
4706.0,,5.36,394.0,3-Wheeler,fast,51.0
4707.0,59.0,,,car,Slow,37.0
4708.0,43.0,8.92,584.0,car,Slow,36.0
4709.0,56.0,2.41,309.0,3-Wheeler,,
4710.0,83.0,4.54,547.0,,Moderate,39.0
4711.0,37.0,7.18,187.0,2-Wheeler,fast,32.0
4712.0,37.0,2.55,464.0,CAR,,73.0
,39.0,1.69,346.0,,fast,26.0
4714.0,90.0,4.25,428.0,2-Wheeler,Slow,31.0
4715.0,67.0,5.04,552.0,3-Wheeler,SLOW,94.0
4716.0,86.0,2.78,275.0,Bus,,
4717.0,97.0,9.56,384.0,car,Moderate,95.0
4718.0,41.0,6.13,581.0,3-Wheeler,,39.0
4719.0,87.0,1.93,128.0,3-Wheeler,fast,27.0
4720.0,81.0,2.08,380.0,3-Wheeler,Slow,
4721.0,44.0,3.31,208.0,,Moderate,13.0
4722.0,77.0,8.61,478.0,CAR,fast,10.0
4723.0,99.0,8.17,360.0,Car,Slow,64.0
,91.0,2.61,148.0,,Fast,
4725.0,29.0,2.27,N/A,,,72.0
4726.0,58.0,1.9,408.0,car,Fast,30.0
4727.0,88.0,7.61,474.0,3-Wheeler,,70.0
4728.0,,6.95,263.0,car,,50.0
4729.0,26.0,0.74,441.0,Bus,Slow,47.0
4730.0,65.0,9.58,353.0,3-Wheeler,fast,45.0
4731.0,unknown,5.61,231.0,3-Wheeler,Fast,67.0
,20.0,2.33,493.0,Car,fast,18.0
4733.0,52.0,1.56,256.0,Car,SLOW,81.0
4734.0,,5.38,,Bus,Moderate,52.0
4735.0,34.0,9.9,N/A,CAR,SLOW,50.0
4736.0,,6.51,564.0,Car,Slow,35.0
,90.0,,322.0,car,fast,92.0
4738.0,41.0,3.38,474.0,car,fast,48.0
4739.0,59.0,8.75,257.0,,Fast,33.0
4740.0,29.0,9.49,157.0,3-Wheeler,Slow,56.0
4741.0,71.0,6.04,,,Moderate,58.0
4742.0,97.0,3.0,380.0,CAR,Fast,30.0
4743.0,92.0,5.8,425.0,3-Wheeler,Slow,26.0
4744.0,39.0,,169.0,CAR,SLOW,57.0
4745.0,55.0,5.87,137.0,,Slow,37.0
4746.0,35.0,6.2,414.0,Car,Slow,56.0
4747.0,34.0,8.5,,,SLOW,35.0
4748.0,unknown,2.81,322.0,2-Wheeler,Slow,37.0
4749.0,77.0,2.52,236.0,car,fast,24.0
4750.0,35.0,8.83,239.0,,SLOW,82.0
4751.0,81.0,9.05,411.0,,Moderate,57.0
4752.0,64.0,5.84,402.0,CAR,Fast,75.0
4753.0,29.0,0.62,367.0,Car,,87.0
,69.0,,374.0,car,Moderate,21.0
4755.0,64.0,4.88,373.0,car,,44.0
4756.0,,1.92,284.0,2-Wheeler,fast,53.0
4757.0,,5.06,405.0,,Fast,38.0
4758.0,32.0,2.33,112.0,car,Fast,24.0
4759.0,57.0,8.29,551.0,car,,15.0
4760.0,24.0,1.47,132.0,car,Fast,57.0
,54.0,2.06,454.0,2-Wheeler,,55.0
4762.0,35.0,1.45,193.0,Bus,Moderate,33.0
,81.0,error,,3-Wheeler,,71.0
4764.0,63.0,1.77,430.0,,Fast,99.0
4765.0,28.0,5.88,543.0,Bus,Moderate,
4766.0,unknown,,268.0,Bus,Moderate,
4767.0,26.0,error,424.0,,Fast,30.0
4768.0,26.0,2.34,246.0,Bus,Moderate,48.0
4769.0,68.0,8.42,N/A,Car,SLOW,82.0
4770.0,83.0,,N/A,2-Wheeler,Slow,97.0
4771.0,76.0,5.83,359.0,Bus,Moderate,38.0
4772.0,unknown,6.6,548.0,,SLOW,72.0
4773.0,78.0,,586.0,CAR,,89.0
4774.0,,0.89,356.0,car,Moderate,25.0
4775.0,30.0,error,128.0,2-Wheeler,fast,
,30.0,5.86,276.0,3-Wheeler,,59.0
4777.0,69.0,5.07,497.0,3-Wheeler,,
4778.0,58.0,5.28,542.0,Bus,SLOW,30.0
4779.0,87.0,8.56,391.0,3-Wheeler,Fast,86.0
4780.0,57.0,9.29,500.0,CAR,fast,46.0
4781.0,81.0,8.77,354.0,,Fast,61.0
,72.0,2.26,381.0,Car,Fast,14.0
4783.0,24.0,3.14,445.0,Car,SLOW,15.0
4784.0,95.0,9.57,503.0,,Fast,56.0
4785.0,50.0,2.32,379.0,3-Wheeler,Fast,61.0
4786.0,78.0,6.63,440.0,3-Wheeler,Slow,
4787.0,57.0,,,,SLOW,
4788.0,36.0,3.98,343.0,CAR,Moderate,19.0
4789.0,78.0,,352.0,,,49.0
4790.0,unknown,5.71,161.0,CAR,,14.0
4791.0,57.0,7.74,N/A,CAR,Fast,80.0
4792.0,33.0,8.12,321.0,Bus,Moderate,45.0
4793.0,67.0,2.05,518.0,2-Wheeler,,28.0
4794.0,57.0,8.05,127.0,3-Wheeler,Slow,70.0
4795.0,62.0,6.73,136.0,Bus,SLOW,85.0
4796.0,31.0,8.14,150.0,Car,fast,36.0
4797.0,41.0,4.61,373.0,Car,Slow,84.0
4798.0,26.0,2.82,150.0,car,fast,56.0
4799.0,91.0,4.93,286.0,CAR,SLOW,49.0
4800.0,30.0,9.24,,2-Wheeler,fast,
4801.0,61.0,5.66,203.0,2-Wheeler,,18.0
4802.0,94.0,6.2,299.0,3-Wheeler,Fast,36.0
4803.0,63.0,4.1,352.0,,Slow,45.0
4804.0,97.0,7.73,536.0,Bus,Moderate,26.0
4805.0,95.0,9.96,556.0,Car,SLOW,36.0
4806.0,34.0,2.19,,Car,SLOW,50.0
4807.0,63.0,3.66,544.0,CAR,Fast,62.0
4808.0,63.0,1.78,397.0,Bus,fast,63.0
4809.0,34.0,8.85,426.0,CAR,,
4810.0,46.0,3.84,481.0,,Fast,74.0
4811.0,88.0,5.02,,car,fast,87.0
4812.0,84.0,6.54,172.0,CAR,,53.0
4813.0,67.0,4.53,468.0,Car,SLOW,48.0
4814.0,,4.69,263.0,CAR,Fast,60.0
4815.0,65.0,4.39,441.0,3-Wheeler,Fast,46.0
4816.0,24.0,6.28,527.0,,,48.0
4817.0,46.0,3.11,,3-Wheeler,,40.0
4818.0,36.0,,224.0,Bus,,20.0
4819.0,77.0,1.86,108.0,CAR,SLOW,
4820.0,,4.55,257.0,CAR,Fast,
4821.0,20.0,7.9,359.0,,,14.0
4822.0,unknown,5.1,505.0,,fast,60.0
4823.0,83.0,3.26,373.0,Car,Slow,93.0
,92.0,,209.0,Bus,Fast,
4825.0,67.0,6.92,,CAR,Slow,86.0
4826.0,63.0,,536.0,2-Wheeler,,31.0
4827.0,65.0,5.54,110.0,CAR,Fast,99.0
4828.0,54.0,,273.0,car,Slow,55.0
4829.0,70.0,9.35,524.0,Bus,SLOW,20.0
4830.0,63.0,4.44,289.0,CAR,Fast,10.0
4831.0,,8.74,386.0,,,51.0
4832.0,94.0,3.18,519.0,CAR,Slow,56.0
4833.0,48.0,1.09,222.0,,Moderate,90.0
4834.0,65.0,8.19,258.0,car,,79.0
4835.0,unknown,5.41,274.0,Car,Slow,95.0
4836.0,,2.99,515.0,CAR,fast,
4837.0,51.0,5.34,559.0,Bus,Fast,92.0
4838.0,,5.8,147.0,,Moderate,98.0
4839.0,42.0,8.01,160.0,3-Wheeler,,
,71.0,,,2-Wheeler,fast,92.0
4841.0,,6.82,125.0,2-Wheeler,,37.0
4842.0,91.0,error,536.0,CAR,,64.0
4843.0,40.0,4.74,130.0,2-Wheeler,fast,28.0
4844.0,83.0,6.84,527.0,CAR,Fast,81.0
4845.0,96.0,3.33,,Car,Moderate,27.0
4846.0,54.0,7.53,529.0,2-Wheeler,Slow,82.0
,74.0,6.4,516.0,Car,,53.0
4848.0,82.0,3.91,340.0,CAR,fast,75.0
4849.0,52.0,1.32,,,Fast,21.0
4850.0,36.0,8.48,422.0,Bus,Moderate,92.0
4851.0,25.0,1.42,305.0,,Fast,95.0
4852.0,27.0,,557.0,car,,48.0
4853.0,66.0,8.01,252.0,car,Fast,84.0
4854.0,38.0,5.95,293.0,,,
,85.0,8.84,257.0,Car,Slow,34.0
4856.0,49.0,,231.0,car,Fast,73.0
4857.0,unknown,1.64,N/A,3-Wheeler,,34.0
,21.0,,190.0,3-Wheeler,,57.0
4859.0,,3.4,502.0,Car,Moderate,45.0
4860.0,99.0,5.57,435.0,car,Moderate,19.0
4861.0,29.0,3.78,526.0,Car,,37.0
4862.0,49.0,5.54,322.0,car,fast,70.0
4863.0,70.0,9.35,263.0,Car,Moderate,98.0
4864.0,25.0,1.04,399.0,2-Wheeler,Slow,22.0
4865.0,76.0,9.05,,2-Wheeler,fast,81.0
4866.0,49.0,,514.0,car,Fast,59.0
4867.0,82.0,,258.0,Car,Slow,84.0
4868.0,63.0,,345.0,Bus,SLOW,98.0
4869.0,76.0,,184.0,,Slow,59.0
4870.0,67.0,1.02,504.0,Car,SLOW,
,,9.66,469.0,car,Slow,15.0
4872.0,45.0,3.07,155.0,,,97.0
4873.0,57.0,0.68,544.0,Bus,SLOW,86.0
4874.0,60.0,6.09,,Car,SLOW,27.0
4875.0,,1.71,395.0,car,SLOW,85.0
4876.0,52.0,6.13,138.0,2-Wheeler,,18.0
,48.0,2.47,126.0,,,93.0
4878.0,28.0,7.1,196.0,3-Wheeler,SLOW,25.0
,90.0,3.38,,car,fast,28.0
4880.0,62.0,3.63,145.0,,Moderate,46.0
4881.0,35.0,5.19,515.0,Bus,SLOW,14.0
4882.0,57.0,,,Bus,,
,68.0,7.73,,2-Wheeler,fast,19.0
,,4.49,125.0,3-Wheeler,,20.0
4885.0,62.0,1.25,188.0,Bus,fast,
4886.0,50.0,9.87,418.0,,Fast,38.0
,27.0,8.82,,Bus,Slow,71.0
,84.0,error,495.0,,SLOW,22.0
4889.0,93.0,9.21,349.0,2-Wheeler,,14.0
4890.0,53.0,9.28,474.0,car,,69.0
4891.0,95.0,error,398.0,3-Wheeler,Moderate,43.0
4892.0,53.0,7.31,151.0,Bus,Slow,
4893.0,24.0,4.86,,Car,Moderate,34.0
,74.0,7.51,526.0,,fast,71.0
4895.0,74.0,7.28,537.0,,fast,60.0
4896.0,99.0,8.22,113.0,car,,
4897.0,40.0,1.77,388.0,,,57.0
4898.0,53.0,6.45,396.0,Car,SLOW,35.0
4899.0,71.0,8.07,442.0,CAR,,19.0
4900.0,38.0,7.02,546.0,car,Slow,42.0
4901.0,77.0,9.55,326.0,car,,54.0
4902.0,82.0,3.77,406.0,,,37.0
4903.0,22.0,8.71,100.0,,Moderate,91.0
4904.0,24.0,error,109.0,Bus,Slow,78.0
4905.0,unknown,6.54,389.0,3-Wheeler,SLOW,50.0
4906.0,31.0,3.85,376.0,2-Wheeler,,14.0
4907.0,69.0,error,171.0,Car,Moderate,24.0
,92.0,,559.0,,fast,17.0
4909.0,33.0,8.09,388.0,car,Slow,55.0
4910.0,43.0,1.56,444.0,CAR,Moderate,37.0
4911.0,93.0,3.52,182.0,Car,Slow,
4912.0,,8.79,525.0,,Fast,73.0
4913.0,27.0,6.04,287.0,,,
4914.0,64.0,9.9,422.0,2-Wheeler,Slow,11.0
4915.0,,9.31,369.0,car,Moderate,39.0
4916.0,unknown,9.2,567.0,,Moderate,44.0
4917.0,,8.47,243.0,,Moderate,
4918.0,57.0,6.09,393.0,Bus,Slow,43.0
4919.0,81.0,5.33,154.0,Car,SLOW,94.0
4920.0,47.0,2.48,208.0,CAR,Slow,25.0
4921.0,70.0,5.11,333.0,,Fast,71.0
4922.0,47.0,1.92,184.0,Bus,Fast,22.0
4923.0,95.0,5.19,545.0,car,,43.0
4924.0,50.0,7.02,133.0,CAR,Slow,48.0
4925.0,32.0,8.81,166.0,Bus,SLOW,40.0
,37.0,2.11,120.0,2-Wheeler,Slow,47.0
,47.0,4.42,555.0,Car,SLOW,65.0
4928.0,,,522.0,Car,SLOW,62.0
4929.0,55.0,7.26,587.0,Bus,,19.0
4930.0,42.0,3.81,337.0,,,34.0
4931.0,93.0,8.14,399.0,CAR,,55.0
,79.0,8.91,357.0,2-Wheeler,fast,
,93.0,8.52,321.0,,Fast,53.0
,61.0,1.99,,Car,Fast,63.0
4935.0,41.0,1.72,452.0,3-Wheeler,fast,67.0
4936.0,98.0,3.06,361.0,car,fast,91.0
4937.0,35.0,,447.0,2-Wheeler,SLOW,
4938.0,49.0,9.84,313.0,,Fast,
4939.0,44.0,1.76,N/A,CAR,Slow,31.0
4940.0,82.0,7.4,434.0,car,SLOW,86.0
4941.0,33.0,2.4,,,Slow,51.0
4942.0,85.0,error,132.0,car,SLOW,18.0
4943.0,93.0,,201.0,2-Wheeler,fast,51.0
4944.0,51.0,6.75,439.0,CAR,Fast,85.0
,89.0,1.13,370.0,2-Wheeler,fast,28.0
,66.0,6.03,,2-Wheeler,Fast,40.0
4947.0,84.0,error,512.0,3-Wheeler,,53.0
4948.0,,8.67,305.0,,Fast,31.0
4949.0,88.0,3.36,438.0,,Moderate,33.0
4950.0,,4.38,513.0,CAR,,14.0
4951.0,,,325.0,Car,Moderate,46.0
4952.0,52.0,6.19,N/A,,,44.0
4953.0,97.0,5.87,,Car,,68.0
4954.0,83.0,2.13,555.0,,Slow,23.0
4955.0,86.0,4.46,214.0,3-Wheeler,Slow,94.0
4956.0,46.0,2.1,N/A,Bus,SLOW,22.0
4957.0,25.0,4.36,597.0,Bus,fast,73.0
4958.0,,4.69,579.0,car,,47.0
4959.0,23.0,error,,2-Wheeler,SLOW,95.0
4960.0,66.0,2.11,,Bus,fast,
4961.0,98.0,7.98,128.0,,,13.0
